"행정구역","2022년10월_총인구수","2022년10월_세대수","2022년10월_세대당 인구","2022년10월_남자 인구수","2022년10월_여자 인구수","2022년10월_남여 비율"
"경상북도 울진군 후포면(4793038000)","7,254","3,981","          1.82","3,553","3,701","          0.96"
"경상북도 울진군 금강송면(4793039000)","1,235","776","          1.59","609","626","          0.97"
"경상북도 울진군 매화면(4793040000)","1,967","1,234","          1.59","939","1,028","          0.91"
"경상북도 울릉군 (4794000000)","9,013","5,459","          1.65","4,991","4,022","          1.24"
"경상북도 울릉군 울릉읍(4794025000)","6,385","3,834","          1.67","3,543","2,842","          1.25"
"경상북도 울릉군 서면(4794031000)","906","492","          1.84","488","418","          1.17"
"경상북도 울릉군 서면태하출장소(4794031500)","447","290","          1.54","253","194","          1.30"
"경상북도 울릉군 북면(4794032000)","1,275","843","          1.51","707","568","          1.24"
"경상남도  (4800000000)","3,284,495","1,516,472","          2.17","1,653,654","1,630,841","          1.01"
"경상남도 창원시 (4812000000)","1,023,269","456,498","          2.24","518,179","505,090","          1.03"
"경상남도 창원시 의창구 (4812100000)","216,095","96,715","          2.23","109,983","106,112","          1.04"
"경상남도 창원시 의창구 동읍(4812125000)","19,516","9,162","          2.13","9,971","9,545","          1.04"
"경상남도 창원시 의창구 북면(4812131000)","43,005","16,583","          2.59","21,666","21,339","          1.02"
"경상남도 창원시 의창구 대산면(4812132000)","7,004","3,699","          1.89","3,527","3,477","          1.01"
"경상남도 창원시 의창구 의창동(4812151000)","50,062","21,368","          2.34","25,333","24,729","          1.02"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,770","11,180","          2.31","13,128","12,642","          1.04"
"경상남도 창원시 의창구 명곡동(4812153000)","40,693","18,369","          2.22","20,686","20,007","          1.03"
"경상남도 창원시 의창구 봉림동(4812154000)","30,045","16,354","          1.84","15,672","14,373","          1.09"
"경상남도 창원시 성산구 (4812300000)","248,840","106,320","          2.34","126,910","121,930","          1.04"
"경상남도 창원시 성산구 반송동(4812351000)","40,193","15,527","          2.59","20,213","19,980","          1.01"
"경상남도 창원시 성산구 용지동(4812351500)","27,833","12,676","          2.20","14,027","13,806","          1.02"
"경상남도 창원시 성산구 중앙동(4812352000)","34,567","18,408","          1.88","18,674","15,893","          1.17"
"경상남도 창원시 성산구 상남동(4812353000)","27,129","10,729","          2.53","13,612","13,517","          1.01"
"경상남도 창원시 성산구 사파동(4812354000)","46,135","19,644","          2.35","22,869","23,266","          0.98"
"경상남도 창원시 성산구 가음정동(4812355000)","39,573","16,045","          2.47","20,058","19,515","          1.03"
"경상남도 창원시 성산구 성주동(4812356000)","25,899","9,826","          2.64","13,491","12,408","          1.09"
"경상남도 창원시 성산구 웅남동(4812357000)","7,511","3,465","          2.17","3,966","3,545","          1.12"
"경상남도 창원시 마산합포구 (4812500000)","179,985","84,846","          2.12","89,511","90,474","          0.99"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,150","2,355","          1.76","2,145","2,005","          1.07"
"경상남도 창원시 마산합포구 진동면(4812532000)","11,915","5,525","          2.16","6,135","5,780","          1.06"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,310","1,753","          1.89","1,767","1,543","          1.15"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,800","2,188","          1.74","1,874","1,926","          0.97"
"경상남도 창원시 마산합포구 현동(4812551000)","13,926","5,673","          2.45","6,913","7,013","          0.99"
"경상남도 창원시 마산합포구 가포동(4812552000)","2,167","1,300","          1.67","1,089","1,078","          1.01"
"경상남도 창원시 마산합포구 월영동(4812553000)","42,275","17,079","          2.48","20,961","21,314","          0.98"
"경상남도 창원시 마산합포구 문화동(4812554000)","11,107","6,009","          1.85","5,541","5,566","          1.00"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","14,073","6,401","          2.20","6,818","7,255","          0.94"
"경상남도 창원시 마산합포구 완월동(4812557000)","8,886","4,068","          2.18","4,322","4,564","          0.95"
"경상남도 창원시 마산합포구 자산동(4812558000)","10,045","4,756","          2.11","4,929","5,116","          0.96"
"경상남도 창원시 마산합포구 교방동(4812561000)","16,030","7,276","          2.20","7,950","8,080","          0.98"
"경상남도 창원시 마산합포구 오동동(4812563000)","19,154","10,582","          1.81","9,518","9,636","          0.99"
"경상남도 창원시 마산합포구 합포동(4812564000)","7,068","3,706","          1.91","3,557","3,511","          1.01"
"경상남도 창원시 마산합포구 산호동(4812565000)","12,079","6,175","          1.96","5,992","6,087","          0.98"
"경상남도 창원시 마산회원구 (4812700000)","184,137","82,734","          2.23","91,963","92,174","          1.00"
"경상남도 창원시 마산회원구 내서읍(4812725000)","62,531","25,265","          2.48","31,340","31,191","          1.00"
"경상남도 창원시 마산회원구 회원1동(4812751000)","10,063","5,191","          1.94","4,955","5,108","          0.97"
"경상남도 창원시 마산회원구 회원2동(4812752000)","9,945","4,593","          2.17","4,910","5,035","          0.98"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,643","7,876","          2.11","8,261","8,382","          0.99"
"경상남도 창원시 마산회원구 회성동(4812755000)","5,828","3,037","          1.92","2,950","2,878","          1.03"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","10,849","5,511","          1.97","5,420","5,429","          1.00"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","30,725","11,887","          2.58","15,091","15,634","          0.97"
"경상남도 창원시 마산회원구 합성1동(4812758000)","9,090","4,537","          2.00","4,597","4,493","          1.02"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,402","4,211","          1.76","3,703","3,699","          1.00"
"경상남도 창원시 마산회원구 구암1동(4812760000)","8,717","4,366","          2.00","4,359","4,358","          1.00"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,220","4,428","          2.08","4,623","4,597","          1.01"
"경상남도 창원시 마산회원구 봉암동(4812762000)","3,124","1,832","          1.71","1,754","1,370","          1.28"
"경상남도 창원시 진해구 (4812900000)","194,212","85,883","          2.26","99,812","94,400","          1.06"
"경상남도 창원시 진해구 충무동(4812953000)","16,523","7,795","          2.12","8,590","7,933","          1.08"
"경상남도 창원시 진해구 여좌동(4812954000)","8,396","4,383","          1.92","4,168","4,228","          0.99"
"경상남도 창원시 진해구 태백동(4812955000)","3,768","1,996","          1.89","1,892","1,876","          1.01"
"경상남도 창원시 진해구 경화동(4812956000)","10,922","4,628","          2.36","5,525","5,397","          1.02"
"경상남도 창원시 진해구 병암동(4812957000)","7,314","3,417","          2.14","3,611","3,703","          0.98"
"경상남도 창원시 진해구 석동(4812958000)","17,441","7,299","          2.39","8,978","8,463","          1.06"
"경상남도 창원시 진해구 이동(4812959000)","8,474","4,756","          1.78","4,502","3,972","          1.13"
"경상남도 창원시 진해구 자은동(4812960000)","20,985","8,876","          2.36","10,465","10,520","          0.99"
"경상남도 창원시 진해구 덕산동(4812961000)","9,963","4,194","          2.38","4,908","5,055","          0.97"
"경상남도 창원시 진해구 풍호동(4812962000)","25,391","9,178","          2.77","12,680","12,711","          1.00"
"경상남도 창원시 진해구 웅천동(4812963000)","12,975","5,402","          2.40","6,568","6,407","          1.03"
"경상남도 창원시 진해구 웅동1동(4812964000)","7,859","3,577","          2.20","4,015","3,844","          1.04"
"경상남도 창원시 진해구 웅동2동(4812965000)","44,201","20,382","          2.17","23,910","20,291","          1.18"
"경상남도 진주시 (4817000000)","344,293","158,864","          2.17","170,055","174,238","          0.98"
"경상남도 진주시 문산읍(4817025000)","7,959","3,645","          2.18","4,033","3,926","          1.03"
"경상남도 진주시 내동면(4817031000)","3,988","1,646","          2.42","1,992","1,996","          1.00"
"경상남도 진주시 정촌면(4817032000)","8,718","4,023","          2.17","4,444","4,274","          1.04"
"경상남도 진주시 금곡면(4817033000)","2,160","1,227","          1.76","1,040","1,120","          0.93"
"경상남도 진주시 진성면(4817035000)","1,851","1,083","          1.71","911","940","          0.97"
"경상남도 진주시 일반성면(4817036000)","2,529","1,382","          1.83","1,240","1,289","          0.96"
"경상남도 진주시 이반성면(4817037000)","1,561","1,005","          1.55","789","772","          1.02"
"경상남도 진주시 사봉면(4817038000)","1,480","902","          1.64","717","763","          0.94"
"경상남도 진주시 지수면(4817039000)","1,391","828","          1.68","710","681","          1.04"
"경상남도 진주시 대곡면(4817040000)","3,106","1,788","          1.74","1,556","1,550","          1.00"
"경상남도 진주시 금산면(4817041000)","20,531","7,943","          2.58","10,230","10,301","          0.99"
"경상남도 진주시 집현면(4817042000)","4,544","2,152","          2.11","2,290","2,254","          1.02"
"경상남도 진주시 미천면(4817043000)","1,551","930","          1.67","776","775","          1.00"
"경상남도 진주시 명석면(4817044000)","3,935","2,151","          1.83","1,918","2,017","          0.95"
"경상남도 진주시 대평면(4817045000)","1,011","567","          1.78","486","525","          0.93"
"경상남도 진주시 수곡면(4817046000)","2,179","1,255","          1.74","1,067","1,112","          0.96"
"경상남도 진주시 천전동(4817051500)","27,760","13,652","          2.03","13,679","14,081","          0.97"
"경상남도 진주시 성북동(4817055500)","10,066","5,910","          1.70","4,968","5,098","          0.97"
"경상남도 진주시 중앙동(4817056500)","10,857","6,321","          1.72","5,229","5,628","          0.93"
"경상남도 진주시 상봉동(4817059500)","13,515","7,273","          1.86","6,650","6,865","          0.97"
"경상남도 진주시 상대동(4817067300)","19,051","9,931","          1.92","9,420","9,631","          0.98"
