"행정구역","2022년10월_총인구수","2022년10월_세대수","2022년10월_세대당 인구","2022년10월_남자 인구수","2022년10월_여자 인구수","2022년10월_남여 비율"
"경상북도 김천시 농소면(4715031000)","3,142","1,610","          1.95","1,634","1,508","          1.08"
"경상북도 김천시 남면(4715032000)","3,062","1,733","          1.77","1,587","1,475","          1.08"
"경상북도 김천시 개령면(4715034000)","2,405","1,261","          1.91","1,235","1,170","          1.06"
"경상북도 김천시 감문면(4715035000)","3,238","1,858","          1.74","1,609","1,629","          0.99"
"경상북도 김천시 어모면(4715036000)","4,067","2,167","          1.88","2,092","1,975","          1.06"
"경상북도 김천시 봉산면(4715037000)","2,990","1,570","          1.90","1,547","1,443","          1.07"
"경상북도 김천시 대항면(4715038000)","3,391","1,780","          1.91","1,720","1,671","          1.03"
"경상북도 김천시 감천면(4715039000)","1,900","978","          1.94","982","918","          1.07"
"경상북도 김천시 조마면(4715040000)","2,162","1,172","          1.84","1,084","1,078","          1.01"
"경상북도 김천시 구성면(4715041000)","2,723","1,621","          1.68","1,366","1,357","          1.01"
"경상북도 김천시 지례면(4715042000)","1,492","891","          1.67","736","756","          0.97"
"경상북도 김천시 부항면(4715043000)","1,233","754","          1.64","614","619","          0.99"
"경상북도 김천시 대덕면(4715044000)","2,256","1,446","          1.56","1,134","1,122","          1.01"
"경상북도 김천시 증산면(4715045000)","1,012","624","          1.62","486","526","          0.92"
"경상북도 김천시 자산동(4715051600)","6,383","3,630","          1.76","3,245","3,138","          1.03"
"경상북도 김천시 평화남산동(4715053600)","7,358","4,252","          1.73","3,600","3,758","          0.96"
"경상북도 김천시 양금동(4715056500)","3,740","1,983","          1.89","1,811","1,929","          0.94"
"경상북도 김천시 대신동(4715057500)","24,919","11,473","          2.17","12,341","12,578","          0.98"
"경상북도 김천시 대곡동(4715059500)","20,012","9,564","          2.09","10,024","9,988","          1.00"
"경상북도 김천시 지좌동(4715061000)","10,888","5,271","          2.07","5,545","5,343","          1.04"
"경상북도 김천시 율곡동(4715064000)","23,214","9,315","          2.49","11,615","11,599","          1.00"
"경상북도 안동시 (4717000000)","155,020","77,865","          1.99","76,663","78,357","          0.98"
"경상북도 안동시 풍산읍(4717025000)","6,303","3,559","          1.77","3,193","3,110","          1.03"
"경상북도 안동시 와룡면(4717031000)","3,929","2,131","          1.84","2,035","1,894","          1.07"
"경상북도 안동시 북후면(4717032000)","2,862","1,729","          1.66","1,491","1,371","          1.09"
"경상북도 안동시 서후면(4717033000)","3,499","1,970","          1.78","1,848","1,651","          1.12"
"경상북도 안동시 풍천면(4717034000)","7,073","4,101","          1.72","3,609","3,464","          1.04"
"경상북도 안동시 일직면(4717035000)","2,630","1,508","          1.74","1,274","1,356","          0.94"
"경상북도 안동시 남후면(4717036000)","1,663","964","          1.73","842","821","          1.03"
"경상북도 안동시 남선면(4717037000)","2,037","1,122","          1.82","1,057","980","          1.08"
"경상북도 안동시 임하면(4717038000)","2,757","1,722","          1.60","1,443","1,314","          1.10"
"경상북도 안동시 길안면(4717039000)","2,646","1,621","          1.63","1,350","1,296","          1.04"
"경상북도 안동시 임동면(4717040000)","1,684","1,028","          1.64","877","807","          1.09"
"경상북도 안동시 예안면(4717041000)","1,767","1,049","          1.68","914","853","          1.07"
"경상북도 안동시 도산면(4717042000)","1,527","914","          1.67","804","723","          1.11"
"경상북도 안동시 녹전면(4717043000)","1,688","961","          1.76","872","816","          1.07"
"경상북도 안동시 중구동(4717051000)","4,974","2,876","          1.73","2,436","2,538","          0.96"
"경상북도 안동시 명륜동(4717052000)","4,880","2,471","          1.97","2,364","2,516","          0.94"
"경상북도 안동시 용상동(4717055500)","21,917","10,627","          2.06","10,930","10,987","          0.99"
"경상북도 안동시 서구동(4717058500)","8,701","4,286","          2.03","4,181","4,520","          0.93"
"경상북도 안동시 태화동(4717060000)","12,732","6,412","          1.99","6,298","6,434","          0.98"
"경상북도 안동시 평화동(4717062000)","6,114","2,973","          2.06","2,934","3,180","          0.92"
"경상북도 안동시 안기동(4717063000)","6,116","2,850","          2.15","3,027","3,089","          0.98"
"경상북도 안동시 옥동(4717065000)","21,054","9,548","          2.21","9,948","11,106","          0.90"
"경상북도 안동시 송하동(4717066000)","15,848","7,121","          2.23","7,717","8,131","          0.95"
"경상북도 안동시 강남동(4717069000)","10,619","4,322","          2.46","5,219","5,400","          0.97"
"경상북도 구미시 (4719000000)","407,993","184,181","          2.22","209,839","198,154","          1.06"
"경상북도 구미시 선산읍(4719025000)","14,391","6,779","          2.12","7,108","7,283","          0.98"
"경상북도 구미시 고아읍(4719025300)","38,463","15,253","          2.52","19,385","19,078","          1.02"
"경상북도 구미시 산동읍(4719025600)","26,999","10,425","          2.59","14,103","12,896","          1.09"
"경상북도 구미시 무을면(4719031000)","1,808","1,031","          1.75","900","908","          0.99"
"경상북도 구미시 옥성면(4719032000)","1,660","924","          1.80","857","803","          1.07"
"경상북도 구미시 도개면(4719033000)","2,143","1,161","          1.85","1,106","1,037","          1.07"
"경상북도 구미시 해평면(4719034000)","3,936","2,162","          1.82","2,081","1,855","          1.12"
"경상북도 구미시 장천면(4719036000)","2,922","1,551","          1.88","1,502","1,420","          1.06"
"경상북도 구미시 송정동(4719051000)","23,615","10,782","          2.19","11,628","11,987","          0.97"
"경상북도 구미시 원평동(4719053500)","6,010","4,170","          1.44","3,277","2,733","          1.20"
"경상북도 구미시 도량동(4719055100)","28,453","11,879","          2.40","13,843","14,610","          0.95"
"경상북도 구미시 지산동(4719055500)","2,063","1,053","          1.96","1,063","1,000","          1.06"
"경상북도 구미시 선주원남동(4719056500)","38,402","16,605","          2.31","19,466","18,936","          1.03"
"경상북도 구미시 형곡1동(4719058200)","13,743","5,824","          2.36","6,805","6,938","          0.98"
"경상북도 구미시 형곡2동(4719058300)","16,431","7,339","          2.24","8,160","8,271","          0.99"
"경상북도 구미시 신평1동(4719059000)","3,256","1,971","          1.65","1,833","1,423","          1.29"
"경상북도 구미시 신평2동(4719060000)","3,058","1,490","          2.05","1,642","1,416","          1.16"
"경상북도 구미시 비산동(4719061000)","12,989","5,506","          2.36","6,788","6,201","          1.09"
"경상북도 구미시 광평동(4719063000)","4,274","2,133","          2.00","2,312","1,962","          1.18"
"경상북도 구미시 상모사곡동(4719064500)","30,500","13,322","          2.29","15,953","14,547","          1.10"
"경상북도 구미시 임오동(4719066000)","18,507","7,458","          2.48","9,638","8,869","          1.09"
"경상북도 구미시 인동동(4719067000)","47,505","22,788","          2.08","24,737","22,768","          1.09"
"경상북도 구미시 진미동(4719068000)","16,862","11,611","          1.45","9,303","7,559","          1.23"
"경상북도 구미시 양포동(4719069000)","45,653","18,815","          2.43","23,938","21,715","          1.10"
"경상북도 구미시 공단동(4719070000)","4,350","2,149","          2.02","2,411","1,939","          1.24"
"경상북도 영주시 (4721000000)","100,901","50,616","          1.99","50,023","50,878","          0.98"
"경상북도 영주시 풍기읍(4721025000)","10,312","5,493","          1.88","5,132","5,180","          0.99"
"경상북도 영주시 이산면(4721031000)","2,236","1,190","          1.88","1,159","1,077","          1.08"
"경상북도 영주시 평은면(4721032000)","1,422","806","          1.76","727","695","          1.05"
"경상북도 영주시 문수면(4721033000)","1,925","1,118","          1.72","1,000","925","          1.08"
"경상북도 영주시 장수면(4721034000)","2,109","1,170","          1.80","1,072","1,037","          1.03"
"경상북도 영주시 안정면(4721035000)","2,885","1,591","          1.81","1,431","1,454","          0.98"
"경상북도 영주시 봉현면(4721036000)","2,631","1,400","          1.88","1,347","1,284","          1.05"
"경상북도 영주시 순흥면(4721037000)","1,965","1,120","          1.75","986","979","          1.01"
"경상북도 영주시 단산면(4721038000)","1,818","1,081","          1.68","887","931","          0.95"
"경상북도 영주시 부석면(4721039000)","2,951","1,679","          1.76","1,475","1,476","          1.00"
"경상북도 영주시 상망동(4721051000)","7,316","3,484","          2.10","3,663","3,653","          1.00"
"경상북도 영주시 하망동(4721052500)","5,834","2,840","          2.05","2,763","3,071","          0.90"
"경상북도 영주시 영주1동(4721055000)","3,774","2,185","          1.73","1,851","1,923","          0.96"
"경상북도 영주시 영주2동(4721056000)","4,746","2,493","          1.90","2,292","2,454","          0.93"
"경상북도 영주시 휴천1동(4721059000)","6,345","2,773","          2.29","3,136","3,209","          0.98"
"경상북도 영주시 휴천2동(4721060000)","9,625","5,030","          1.91","4,742","4,883","          0.97"
"경상북도 영주시 휴천3동(4721061000)","7,432","3,563","          2.09","3,653","3,779","          0.97"
"경상북도 영주시 가흥1동(4721062000)","15,385","6,904","          2.23","7,728","7,657","          1.01"
"경상북도 영주시 가흥2동(4721063000)","10,190","4,696","          2.17","4,979","5,211","          0.96"
"경상북도 영천시 (4723000000)","101,181","54,337","          1.86","51,468","49,713","          1.04"
"경상북도 영천시 금호읍(4723025000)","10,557","6,178","          1.71","5,551","5,006","          1.11"
"경상북도 영천시 청통면(4723031000)","4,007","2,336","          1.72","2,097","1,910","          1.10"
"경상북도 영천시 신녕면(4723032000)","3,709","2,271","          1.63","1,833","1,876","          0.98"
"경상북도 영천시 화산면(4723033000)","3,111","1,786","          1.74","1,620","1,491","          1.09"
"경상북도 영천시 화북면(4723034000)","2,160","1,315","          1.64","1,067","1,093","          0.98"
"경상북도 영천시 화남면(4723035000)","3,222","1,902","          1.69","1,710","1,512","          1.13"
"경상북도 영천시 자양면(4723036000)","1,233","795","          1.55","625","608","          1.03"
"경상북도 영천시 임고면(4723037000)","4,125","2,367","          1.74","2,109","2,016","          1.05"
"경상북도 영천시 고경면(4723038000)","5,638","3,457","          1.63","3,045","2,593","          1.17"
"경상북도 영천시 북안면(4723039000)","4,395","2,639","          1.67","2,288","2,107","          1.09"
"경상북도 영천시 대창면(4723040000)","3,042","1,843","          1.65","1,615","1,427","          1.13"
"경상북도 영천시 동부동(4723051000)","27,827","13,158","          2.11","13,719","14,108","          0.97"
"경상북도 영천시 중앙동(4723052000)","9,595","4,689","          2.05","4,817","4,778","          1.01"
"경상북도 영천시 서부동(4723053500)","4,618","2,706","          1.71","2,315","2,303","          1.01"
"경상북도 영천시 완산동(4723054000)","9,901","4,506","          2.20","4,863","5,038","          0.97"
"경상북도 영천시 남부동(4723055500)","4,041","2,389","          1.69","2,194","1,847","          1.19"
"경상북도 상주시 (4725000000)","95,026","49,362","          1.93","46,747","48,279","          0.97"
"경상북도 상주시 함창읍(4725025000)","6,220","3,412","          1.82","3,012","3,208","          0.94"
"경상북도 상주시 중동면(4725031000)","1,337","775","          1.73","647","690","          0.94"
"경상북도 상주시 사벌국면(4725032500)","3,793","2,097","          1.81","1,865","1,928","          0.97"
"경상북도 상주시 낙동면(4725033000)","2,918","1,644","          1.77","1,435","1,483","          0.97"
"경상북도 상주시 낙동면동부출장소(4725033500)","960","573","          1.68","474","486","          0.98"
"경상북도 상주시 청리면(4725034000)","2,544","1,400","          1.82","1,235","1,309","          0.94"
"경상북도 상주시 공성면(4725035000)","3,849","2,147","          1.79","1,906","1,943","          0.98"
"경상북도 상주시 외남면(4725036000)","1,602","885","          1.81","794","808","          0.98"
"경상북도 상주시 내서면(4725037000)","1,871","1,064","          1.76","961","910","          1.06"
"경상북도 상주시 모동면(4725038000)","2,578","1,377","          1.87","1,302","1,276","          1.02"
"경상북도 상주시 모서면(4725039000)","1,695","961","          1.76","868","827","          1.05"
"경상북도 상주시 모서면서부출장소(4725039500)","738","426","          1.73","354","384","          0.92"
"경상북도 상주시 화동면(4725040000)","1,903","1,071","          1.78","966","937","          1.03"
"경상북도 상주시 화서면(4725041000)","2,863","1,517","          1.89","1,397","1,466","          0.95"
"경상북도 상주시 화북면(4725042000)","1,172","663","          1.77","587","585","          1.00"
"경상북도 상주시 화북면서부출장소(4725042600)","312","199","          1.57","164","148","          1.11"
"경상북도 상주시 외서면(4725043000)","2,608","1,487","          1.75","1,238","1,370","          0.90"
"경상북도 상주시 은척면(4725044000)","1,150","674","          1.71","545","605","          0.90"
"경상북도 상주시 은척면북부출장소(4725044500)","371","223","          1.66","194","177","          1.10"
"경상북도 상주시 공검면(4725045000)","2,149","1,232","          1.74","1,032","1,117","          0.92"
"경상북도 상주시 이안면(4725046000)","1,975","1,150","          1.72","972","1,003","          0.97"
"경상북도 상주시 화남면(4725047000)","782","473","          1.65","381","401","          0.95"
"경상북도 상주시 남원동(4725052000)","11,563","5,397","          2.14","5,727","5,836","          0.98"
"경상북도 상주시 북문동(4725053000)","9,350","4,505","          2.08","4,663","4,687","          0.99"
"경상북도 상주시 계림동(4725054000)","8,941","4,370","          2.05","4,283","4,658","          0.92"
"경상북도 상주시 동문동(4725055000)","7,725","3,789","          2.04","3,745","3,980","          0.94"
"경상북도 상주시 동성동(4725056000)","3,421","1,714","          2.00","1,653","1,768","          0.93"
"경상북도 상주시 신흥동(4725057000)","8,636","4,137","          2.09","4,347","4,289","          1.01"
"경상북도 문경시 (4728000000)","70,847","37,217","          1.90","34,814","36,033","          0.97"
"경상북도 문경시 문경읍(4728025000)","5,822","3,241","          1.80","2,799","3,023","          0.93"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,087","589","          1.85","558","529","          1.05"
"경상북도 문경시 가은읍(4728025300)","3,200","1,860","          1.72","1,572","1,628","          0.97"
"경상북도 문경시 가은읍북부출장소(4728025400)","843","524","          1.61","449","394","          1.14"
"경상북도 문경시 영순면(4728031000)","2,442","1,505","          1.62","1,303","1,139","          1.14"
"경상북도 문경시 산양면(4728032000)","3,046","1,758","          1.73","1,551","1,495","          1.04"
"경상북도 문경시 호계면(4728033000)","2,445","1,520","          1.61","1,193","1,252","          0.95"
"경상북도 문경시 산북면(4728034000)","2,722","1,608","          1.69","1,368","1,354","          1.01"
"경상북도 문경시 동로면(4728035000)","2,040","1,185","          1.72","1,047","993","          1.05"
"경상북도 문경시 마성면(4728036000)","3,537","2,140","          1.65","1,681","1,856","          0.91"
"경상북도 문경시 농암면(4728037000)","2,591","1,593","          1.63","1,207","1,384","          0.87"
"경상북도 문경시 점촌1동(4728057000)","5,680","2,806","          2.02","2,757","2,923","          0.94"
"경상북도 문경시 점촌2동(4728058000)","6,953","3,605","          1.93","3,340","3,613","          0.92"
"경상북도 문경시 점촌3동(4728059000)","9,069","4,447","          2.04","4,510","4,559","          0.99"
"경상북도 문경시 점촌4동(4728060000)","3,110","1,749","          1.78","1,576","1,534","          1.03"
"경상북도 문경시 점촌5동(4728061000)","16,260","7,087","          2.29","7,903","8,357","          0.95"
"경상북도 경산시 (4729000000)","267,710","126,869","          2.11","134,722","132,988","          1.01"
"경상북도 경산시 하양읍(4729025000)","28,765","13,521","          2.13","14,515","14,250","          1.02"
"경상북도 경산시 진량읍(4729025300)","35,202","17,256","          2.04","18,393","16,809","          1.09"
"경상북도 경산시 압량읍(4729025600)","20,885","10,696","          1.95","11,100","9,785","          1.13"
"경상북도 경산시 와촌면(4729031000)","5,618","2,981","          1.88","3,036","2,582","          1.18"
"경상북도 경산시 자인면(4729033000)","5,404","2,942","          1.84","2,756","2,648","          1.04"
"경상북도 경산시 용성면(4729034000)","3,252","1,830","          1.78","1,727","1,525","          1.13"
"경상북도 경산시 남산면(4729035000)","3,693","1,986","          1.86","1,921","1,772","          1.08"
"경상북도 경산시 남천면(4729037000)","2,855","1,525","          1.87","1,463","1,392","          1.05"
"경상북도 경산시 중방동(4729051000)","9,538","4,741","          2.01","4,598","4,940","          0.93"
"경상북도 경산시 중앙동(4729052000)","6,306","3,529","          1.79","3,130","3,176","          0.99"
"경상북도 경산시 남부동(4729053000)","19,794","8,546","          2.32","9,747","10,047","          0.97"
"경상북도 경산시 서부1동(4729054100)","35,043","15,354","          2.28","16,629","18,414","          0.90"
"경상북도 경산시 서부2동(4729054200)","35,961","14,025","          2.56","17,231","18,730","          0.92"
"경상북도 경산시 북부동(4729055000)","16,666","10,259","          1.62","9,161","7,505","          1.22"
"경상북도 경산시 동부동(4729056000)","38,728","17,678","          2.19","19,315","19,413","          0.99"
"경상북도 군위군 (4772000000)","23,302","13,645","          1.71","11,927","11,375","          1.05"
"경상북도 군위군 군위읍(4772025000)","8,270","4,420","          1.87","4,264","4,006","          1.06"
"경상북도 군위군 소보면(4772031000)","2,290","1,432","          1.60","1,189","1,101","          1.08"
"경상북도 군위군 효령면(4772032000)","3,810","2,240","          1.70","1,973","1,837","          1.07"
"경상북도 군위군 부계면(4772033000)","2,081","1,236","          1.68","1,077","1,004","          1.07"
"경상북도 군위군 우보면(4772034000)","1,969","1,233","          1.60","984","985","          1.00"
"경상북도 군위군 의흥면(4772035000)","2,358","1,442","          1.64","1,143","1,215","          0.94"
"경상북도 군위군 산성면(4772036000)","1,218","785","          1.55","614","604","          1.02"
"경상북도 군위군 삼국유사면(4772038000)","1,306","857","          1.52","683","623","          1.10"
"경상북도 의성군 (4773000000)","50,172","28,898","          1.74","24,690","25,482","          0.97"
"경상북도 의성군 의성읍(4773025000)","12,804","6,669","          1.92","6,289","6,515","          0.97"
"경상북도 의성군 단촌면(4773031000)","1,909","1,154","          1.65","948","961","          0.99"
"경상북도 의성군 점곡면(4773032000)","1,580","981","          1.61","772","808","          0.96"
"경상북도 의성군 옥산면(4773033000)","1,745","998","          1.75","875","870","          1.01"
"경상북도 의성군 사곡면(4773034000)","1,566","974","          1.61","759","807","          0.94"
"경상북도 의성군 춘산면(4773035000)","1,476","821","          1.80","751","725","          1.04"
"경상북도 의성군 가음면(4773036000)","1,461","878","          1.66","738","723","          1.02"
"경상북도 의성군 금성면(4773037000)","4,187","2,504","          1.67","2,047","2,140","          0.96"
"경상북도 의성군 봉양면(4773038000)","3,819","2,303","          1.66","1,869","1,950","          0.96"
"경상북도 의성군 비안면(4773039000)","2,548","1,542","          1.65","1,253","1,295","          0.97"
"경상북도 의성군 구천면(4773040000)","1,737","1,014","          1.71","864","873","          0.99"
"경상북도 의성군 단밀면(4773041000)","1,665","977","          1.70","833","832","          1.00"
"경상북도 의성군 단북면(4773042000)","1,761","1,028","          1.71","854","907","          0.94"
"경상북도 의성군 안계면(4773043000)","4,434","2,491","          1.78","2,143","2,291","          0.94"
"경상북도 의성군 다인면(4773044000)","3,725","2,218","          1.68","1,823","1,902","          0.96"
"경상북도 의성군 신평면(4773045000)","803","514","          1.56","395","408","          0.97"
"경상북도 의성군 안평면(4773046000)","2,119","1,271","          1.67","1,075","1,044","          1.03"
"경상북도 의성군 안사면(4773047000)","833","561","          1.48","402","431","          0.93"
"경상북도 청송군 (4775000000)","24,289","14,041","          1.73","12,155","12,134","          1.00"
"경상북도 청송군 청송읍(4775025000)","5,078","2,678","          1.90","2,500","2,578","          0.97"
"경상북도 청송군 주왕산면(4775031500)","1,797","1,088","          1.65","900","897","          1.00"
"경상북도 청송군 부남면(4775032000)","2,429","1,431","          1.70","1,213","1,216","          1.00"
"경상북도 청송군 현동면(4775033000)","2,062","1,181","          1.75","1,045","1,017","          1.03"
"경상북도 청송군 현서면(4775034000)","2,476","1,437","          1.72","1,233","1,243","          0.99"
"경상북도 청송군 안덕면(4775035000)","2,525","1,562","          1.62","1,235","1,290","          0.96"
"경상북도 청송군 파천면(4775036000)","1,740","1,042","          1.67","871","869","          1.00"
"경상북도 청송군 진보면(4775037000)","6,182","3,622","          1.71","3,158","3,024","          1.04"
"경상북도 영양군 (4776000000)","16,066","9,082","          1.77","8,020","8,046","          1.00"
"경상북도 영양군 영양읍(4776025000)","7,026","3,739","          1.88","3,470","3,556","          0.98"
"경상북도 영양군 입암면(4776031000)","2,056","1,221","          1.68","1,002","1,054","          0.95"
"경상북도 영양군 청기면(4776032000)","1,660","1,003","          1.66","850","810","          1.05"
"경상북도 영양군 일월면(4776033000)","1,720","984","          1.75","865","855","          1.01"
"경상북도 영양군 수비면(4776034000)","1,640","957","          1.71","837","803","          1.04"
"경상북도 영양군 석보면(4776035000)","1,964","1,178","          1.67","996","968","          1.03"
"경상북도 영덕군 (4777000000)","34,759","19,733","          1.76","16,545","18,214","          0.91"
"경상북도 영덕군 영덕읍(4777025000)","10,578","5,404","          1.96","5,085","5,493","          0.93"
"경상북도 영덕군 강구면(4777031000)","5,934","3,401","          1.74","2,799","3,135","          0.89"
"경상북도 영덕군 남정면(4777032000)","2,282","1,451","          1.57","1,120","1,162","          0.96"
"경상북도 영덕군 달산면(4777033000)","1,098","707","          1.55","506","592","          0.85"
"경상북도 영덕군 지품면(4777034000)","1,439","856","          1.68","714","725","          0.98"
"경상북도 영덕군 지품면원전출장소(4777034500)","525","315","          1.67","251","274","          0.92"
"경상북도 영덕군 축산면(4777035000)","888","524","          1.69","422","466","          0.91"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,593","963","          1.65","751","842","          0.89"
"경상북도 영덕군 영해면(4777036000)","6,168","3,443","          1.79","2,844","3,324","          0.86"
"경상북도 영덕군 병곡면(4777037000)","2,681","1,663","          1.61","1,280","1,401","          0.91"
"경상북도 영덕군 창수면(4777038000)","1,573","1,006","          1.56","773","800","          0.97"
"경상북도 청도군 (4782000000)","41,544","23,393","          1.78","20,489","21,055","          0.97"
"경상북도 청도군 화양읍(4782025000)","7,195","3,514","          2.05","3,504","3,691","          0.95"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,091","647","          1.69","555","536","          1.04"
"경상북도 청도군 청도읍(4782025300)","10,048","5,183","          1.94","4,921","5,127","          0.96"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,559","931","          1.67","750","809","          0.93"
"경상북도 청도군 각남면(4782031000)","2,154","1,304","          1.65","1,040","1,114","          0.93"
"경상북도 청도군 풍각면(4782032000)","3,830","2,292","          1.67","1,868","1,962","          0.95"
"경상북도 청도군 각북면(4782033000)","2,267","1,400","          1.62","1,131","1,136","          1.00"
"경상북도 청도군 이서면(4782034000)","4,485","2,523","          1.78","2,204","2,281","          0.97"
"경상북도 청도군 운문면(4782035000)","1,996","1,281","          1.56","1,016","980","          1.04"
"경상북도 청도군 금천면(4782036000)","3,217","2,015","          1.60","1,648","1,569","          1.05"
"경상북도 청도군 매전면(4782037000)","3,702","2,303","          1.61","1,852","1,850","          1.00"
"경상북도 고령군 (4783000000)","30,206","16,606","          1.82","15,484","14,722","          1.05"
"경상북도 고령군 대가야읍(4783025300)","9,772","5,049","          1.94","4,934","4,838","          1.02"
"경상북도 고령군 덕곡면(4783031000)","1,388","859","          1.62","697","691","          1.01"
"경상북도 고령군 운수면(4783032000)","1,770","1,096","          1.61","888","882","          1.01"
"경상북도 고령군 성산면(4783033000)","2,475","1,442","          1.72","1,342","1,133","          1.18"
"경상북도 고령군 다산면(4783034000)","8,193","4,139","          1.98","4,226","3,967","          1.07"
"경상북도 고령군 개진면(4783035000)","1,872","1,220","          1.53","1,009","863","          1.17"
"경상북도 고령군 우곡면(4783036000)","1,524","891","          1.71","790","734","          1.08"
"경상북도 고령군 쌍림면(4783037000)","3,212","1,910","          1.68","1,598","1,614","          0.99"
"경상북도 성주군 (4784000000)","42,595","23,820","          1.79","22,178","20,417","          1.09"
"경상북도 성주군 성주읍(4784025000)","13,377","6,662","          2.01","6,773","6,604","          1.03"
"경상북도 성주군 선남면(4784031000)","6,102","3,523","          1.73","3,344","2,758","          1.21"
"경상북도 성주군 용암면(4784032000)","3,663","2,233","          1.64","2,015","1,648","          1.22"
"경상북도 성주군 수륜면(4784033000)","3,205","2,006","          1.60","1,619","1,586","          1.02"
"경상북도 성주군 가천면(4784034000)","1,988","1,234","          1.61","1,007","981","          1.03"
"경상북도 성주군 금수면(4784035000)","1,194","785","          1.52","630","564","          1.12"
"경상북도 성주군 대가면(4784036000)","2,357","1,362","          1.73","1,190","1,167","          1.02"
"경상북도 성주군 벽진면(4784037000)","3,019","1,709","          1.77","1,576","1,443","          1.09"
"경상북도 성주군 초전면(4784038000)","4,402","2,431","          1.81","2,251","2,151","          1.05"
"경상북도 성주군 월항면(4784039000)","3,288","1,875","          1.75","1,773","1,515","          1.17"
"경상북도 칠곡군 (4785000000)","112,626","54,424","          2.07","58,911","53,715","          1.10"
"경상북도 칠곡군 왜관읍(4785025000)","32,214","15,016","          2.15","16,197","16,017","          1.01"
"경상북도 칠곡군 북삼읍(4785025300)","24,209","10,784","          2.24","12,632","11,577","          1.09"
"경상북도 칠곡군 석적읍(4785025600)","31,299","14,885","          2.10","17,030","14,269","          1.19"
"경상북도 칠곡군 지천면(4785031000)","3,968","2,385","          1.66","2,134","1,834","          1.16"
"경상북도 칠곡군 동명면(4785032000)","5,229","2,962","          1.77","2,657","2,572","          1.03"
"경상북도 칠곡군 가산면(4785033000)","3,340","1,972","          1.69","1,824","1,516","          1.20"
"경상북도 칠곡군 약목면(4785036000)","9,288","4,791","          1.94","4,816","4,472","          1.08"
"경상북도 칠곡군 기산면(4785037000)","3,079","1,629","          1.89","1,621","1,458","          1.11"
"경상북도 예천군 (4790000000)","55,793","28,140","          1.98","27,398","28,395","          0.96"
"경상북도 예천군 예천읍(4790025000)","14,391","7,366","          1.95","7,110","7,281","          0.98"
"경상북도 예천군 용문면(4790031000)","2,232","1,335","          1.67","1,126","1,106","          1.02"
"경상북도 예천군 감천면(4790034000)","2,569","1,503","          1.71","1,280","1,289","          0.99"
"경상북도 예천군 보문면(4790035000)","1,648","960","          1.72","814","834","          0.98"
"경상북도 예천군 호명면(4790036000)","20,455","8,337","          2.45","9,957","10,498","          0.95"
"경상북도 예천군 유천면(4790037000)","2,529","1,449","          1.75","1,270","1,259","          1.01"
"경상북도 예천군 용궁면(4790038000)","2,352","1,379","          1.71","1,139","1,213","          0.94"
"경상북도 예천군 개포면(4790039000)","1,480","921","          1.61","720","760","          0.95"
"경상북도 예천군 지보면(4790040000)","2,644","1,613","          1.64","1,300","1,344","          0.97"
"경상북도 예천군 풍양면(4790041000)","2,978","1,823","          1.63","1,420","1,558","          0.91"
"경상북도 예천군 효자면(4790042000)","1,176","702","          1.68","593","583","          1.02"
"경상북도 예천군 은풍면(4790043000)","1,339","752","          1.78","669","670","          1.00"
"경상북도 봉화군 (4792000000)","30,272","16,849","          1.80","15,361","14,911","          1.03"
"경상북도 봉화군 봉화읍(4792025000)","9,506","4,785","          1.99","4,686","4,820","          0.97"
"경상북도 봉화군 물야면(4792031000)","3,031","1,744","          1.74","1,549","1,482","          1.05"
"경상북도 봉화군 봉성면(4792032000)","2,036","1,132","          1.80","988","1,048","          0.94"
"경상북도 봉화군 법전면(4792033000)","1,947","1,137","          1.71","996","951","          1.05"
"경상북도 봉화군 춘양면(4792034000)","4,369","2,520","          1.73","2,202","2,167","          1.02"
"경상북도 봉화군 소천면(4792035000)","2,135","1,339","          1.59","1,087","1,048","          1.04"
"경상북도 봉화군 재산면(4792036000)","1,439","857","          1.68","728","711","          1.02"
"경상북도 봉화군 명호면(4792037000)","2,212","1,278","          1.73","1,174","1,038","          1.13"
"경상북도 봉화군 상운면(4792038000)","1,686","1,010","          1.67","860","826","          1.04"
"경상북도 봉화군 석포면(4792039000)","1,911","1,047","          1.83","1,091","820","          1.33"
"경상북도 울진군 (4793000000)","47,123","25,452","          1.85","23,729","23,394","          1.01"
"경상북도 울진군 울진읍(4793025000)","13,630","6,236","          2.19","6,901","6,729","          1.03"
"경상북도 울진군 평해읍(4793025300)","2,646","1,635","          1.62","1,269","1,377","          0.92"
"경상북도 울진군 북면(4793031000)","6,791","3,467","          1.96","3,602","3,189","          1.13"
"경상북도 울진군 북면하당출장소(4793031500)","678","404","          1.68","346","332","          1.04"
"경상북도 울진군 근남면(4793033000)","2,736","1,564","          1.75","1,389","1,347","          1.03"
"경상북도 울진군 기성면(4793035000)","2,384","1,566","          1.52","1,153","1,231","          0.94"
"경상북도 울진군 온정면(4793036000)","1,635","987","          1.66","792","843","          0.94"
"경상북도 울진군 죽변면(4793037000)","6,167","3,602","          1.71","3,176","2,991","          1.06"
